gmina_name;date;bydlo
Słupia Konecka;2014-01-01;
Smyków;2014-01-01;
Stąporków;2014-01-01;
Stromiec;2014-01-01;
Sulejów;2014-01-01;
Szczekociny;2014-01-01;
Tomaszów Mazowiecki miasto;2014-01-01;
Tomaszów Mazowiecki wiejski;2014-01-01;
Tuszyn;2014-01-01;
Ujazd;2014-01-01;
Warka;2014-01-01;
Wielgomłyny;2014-01-01;
Włodowice;2014-01-01;
Włoszczowa;2014-01-01;
Wola Krzysztoporska;2014-01-01;
Wolbórz;2014-01-01;
Wolbrom;2014-01-01;
Wyśmierzyce;2014-01-01;
Zagnańsk;2014-01-01;
Zawiercie;2014-01-01;
Żarnowiec;2014-01-01;
Żarnów;2014-01-01;
Żytno;2014-01-01;
Aleksandrów;2015-01-01;
Andrespol;2015-01-01;
Belsk Duży;2015-01-01;
Będków;2015-01-01;
Białaczów;2015-01-01;
Białobrzegi;2015-01-01;
Bliżyn;2015-01-01;
Błędów;2015-01-01;
Brójce;2015-01-01;
Budziszewice;2015-01-01;
Charsznica;2015-01-01;
Czarnocin;2015-01-01;
Czerniewice;2015-01-01;
Drzewica;2015-01-01;
Fałków;2015-01-01;
Gielniów;2015-01-01;
Głowaczów;2015-01-01;
Gorzkowice;2015-01-01;
Goszczyn;2015-01-01;
Gowarczów;2015-01-01;
Grabica;2015-01-01;
Grabów nad Pilicą;2015-01-01;
Inowłódz;2015-01-01;
Irządze;2015-01-01;
Kluczewsko;2015-01-01;
Klwów;2015-01-01;
Kobiele Wielkie;2015-01-01;
Kodrąb;2015-01-01;
Koluszki;2015-01-01;
Koniecpol;2015-01-01;
Końskie;2015-01-01;
Kozłów;2015-01-01;
Krasocin;2015-01-01;
Kroczyce;2015-01-01;
Lelów;2015-01-01;
Lubochnia;2015-01-01;
Łęki Szlacheckie;2015-01-01;
Łopuszno;2015-01-01;
Magnuszew;2015-01-01;
Masłowice;2015-01-01;
Mniów;2015-01-01;
Mniszków;2015-01-01;
Mogielnica;2015-01-01;
Moskorzew;2015-01-01;
Moszczenica;2015-01-01;
Niegowa;2015-01-01;
Nowe Miasto nad Pilicą;2015-01-01;
Nowosolna;2015-01-01;
Odrzywół;2015-01-01;
Ogrodzieniec;2015-01-01;
Opoczno;2015-01-01;
Paradyż;2015-01-01;
Pilica;2015-01-01;
Piotrków Trybunalski;2015-01-01;
Poświętne;2015-01-01;
Promna;2015-01-01;
Przedbórz;2015-01-01;
Przysucha;2015-01-01;
Radoszyce;2015-01-01;
Radzanów;2015-01-01;
Ręczno;2015-01-01;
Rokiciny;2015-01-01;
Rozprza;2015-01-01;
Ruda Maleniecka;2015-01-01;
Rusinów;2015-01-01;
Rzeczyca;2015-01-01;
Sadkowice;2015-01-01;
Secemin;2015-01-01;
Sławno;2015-01-01;
Słupia;2015-01-01;
Słupia Konecka;2015-01-01;
Smyków;2015-01-01;
Stąporków;2015-01-01;
Stromiec;2015-01-01;
Sulejów;2015-01-01;
Szczekociny;2015-01-01;
Tomaszów Mazowiecki miasto;2015-01-01;
Tomaszów Mazowiecki wiejski;2015-01-01;
Tuszyn;2015-01-01;
Ujazd;2015-01-01;
Warka;2015-01-01;
Wielgomłyny;2015-01-01;
Włodowice;2015-01-01;
Włoszczowa;2015-01-01;
Wola Krzysztoporska;2015-01-01;
Wolbórz;2015-01-01;
Wolbrom;2015-01-01;
Wyśmierzyce;2015-01-01;
Zagnańsk;2015-01-01;
Zawiercie;2015-01-01;
Żarnowiec;2015-01-01;
Żarnów;2015-01-01;
Żytno;2015-01-01;
Aleksandrów;2016-01-01;
Andrespol;2016-01-01;
Belsk Duży;2016-01-01;
Będków;2016-01-01;
Białaczów;2016-01-01;
Białobrzegi;2016-01-01;
Bliżyn;2016-01-01;
Błędów;2016-01-01;
Brójce;2016-01-01;
Budziszewice;2016-01-01;
Charsznica;2016-01-01;
Czarnocin;2016-01-01;
Czerniewice;2016-01-01;
Drzewica;2016-01-01;
Fałków;2016-01-01;
Gielniów;2016-01-01;
Głowaczów;2016-01-01;
Gorzkowice;2016-01-01;
Goszczyn;2016-01-01;
Gowarczów;2016-01-01;
Grabica;2016-01-01;
Grabów nad Pilicą;2016-01-01;
Inowłódz;2016-01-01;
Irządze;2016-01-01;
Kluczewsko;2016-01-01;
Klwów;2016-01-01;
Kobiele Wielkie;2016-01-01;
Kodrąb;2016-01-01;
Koluszki;2016-01-01;
Koniecpol;2016-01-01;
Końskie;2016-01-01;
Kozłów;2016-01-01;
Krasocin;2016-01-01;
Kroczyce;2016-01-01;
Lelów;2016-01-01;
Lubochnia;2016-01-01;
Łęki Szlacheckie;2016-01-01;
Łopuszno;2016-01-01;
Magnuszew;2016-01-01;
Masłowice;2016-01-01;
Mniów;2016-01-01;
Mniszków;2016-01-01;
Mogielnica;2016-01-01;
Moskorzew;2016-01-01;
Moszczenica;2016-01-01;
Niegowa;2016-01-01;
Nowe Miasto nad Pilicą;2016-01-01;
Nowosolna;2016-01-01;
Odrzywół;2016-01-01;
Ogrodzieniec;2016-01-01;
Opoczno;2016-01-01;
Paradyż;2016-01-01;
Pilica;2016-01-01;
Piotrków Trybunalski;2016-01-01;
Poświętne;2016-01-01;
Promna;2016-01-01;
Przedbórz;2016-01-01;
Przysucha;2016-01-01;
Radoszyce;2016-01-01;
Radzanów;2016-01-01;
Ręczno;2016-01-01;
Rokiciny;2016-01-01;
Rozprza;2016-01-01;
Ruda Maleniecka;2016-01-01;
Rusinów;2016-01-01;
Rzeczyca;2016-01-01;
Sadkowice;2016-01-01;
Secemin;2016-01-01;
Sławno;2016-01-01;
Słupia;2016-01-01;
Słupia Konecka;2016-01-01;
Smyków;2016-01-01;
Stąporków;2016-01-01;
Stromiec;2016-01-01;
Sulejów;2016-01-01;
Szczekociny;2016-01-01;
Tomaszów Mazowiecki miasto;2016-01-01;
Tomaszów Mazowiecki wiejski;2016-01-01;
Tuszyn;2016-01-01;
Ujazd;2016-01-01;
Warka;2016-01-01;
Wielgomłyny;2016-01-01;
Włodowice;2016-01-01;
Włoszczowa;2016-01-01;
Wola Krzysztoporska;2016-01-01;
Wolbórz;2016-01-01;
Wolbrom;2016-01-01;
Wyśmierzyce;2016-01-01;
Zagnańsk;2016-01-01;
Zawiercie;2016-01-01;
Żarnowiec;2016-01-01;
Żarnów;2016-01-01;
Żytno;2016-01-01;
Aleksandrów;2017-01-01;
Andrespol;2017-01-01;
Belsk Duży;2017-01-01;
Będków;2017-01-01;
Białaczów;2017-01-01;
Białobrzegi;2017-01-01;
Bliżyn;2017-01-01;
Błędów;2017-01-01;
Brójce;2017-01-01;
Budziszewice;2017-01-01;
Charsznica;2017-01-01;
Czarnocin;2017-01-01;
Czerniewice;2017-01-01;
Drzewica;2017-01-01;
Fałków;2017-01-01;
Gielniów;2017-01-01;
Głowaczów;2017-01-01;
Gorzkowice;2017-01-01;
Goszczyn;2017-01-01;
Gowarczów;2017-01-01;
Grabica;2017-01-01;
Grabów nad Pilicą;2017-01-01;
Inowłódz;2017-01-01;
Irządze;2017-01-01;
Kluczewsko;2017-01-01;
Klwów;2017-01-01;
Kobiele Wielkie;2017-01-01;
Kodrąb;2017-01-01;
Koluszki;2017-01-01;
Koniecpol;2017-01-01;
Końskie;2017-01-01;
Kozłów;2017-01-01;
Krasocin;2017-01-01;
Kroczyce;2017-01-01;
Lelów;2017-01-01;
Lubochnia;2017-01-01;
Łęki Szlacheckie;2017-01-01;
Łopuszno;2017-01-01;
Magnuszew;2017-01-01;
Masłowice;2017-01-01;
Mniów;2017-01-01;
Mniszków;2017-01-01;
Mogielnica;2017-01-01;
Moskorzew;2017-01-01;
Moszczenica;2017-01-01;
Niegowa;2017-01-01;
Nowe Miasto nad Pilicą;2017-01-01;
Nowosolna;2017-01-01;
Odrzywół;2017-01-01;
Ogrodzieniec;2017-01-01;
Opoczno;2017-01-01;
Paradyż;2017-01-01;
Pilica;2017-01-01;
Piotrków Trybunalski;2017-01-01;
Poświętne;2017-01-01;
Promna;2017-01-01;
Przedbórz;2017-01-01;
Przysucha;2017-01-01;
Radoszyce;2017-01-01;
Radzanów;2017-01-01;
Ręczno;2017-01-01;
Rokiciny;2017-01-01;
Rozprza;2017-01-01;
Ruda Maleniecka;2017-01-01;
Rusinów;2017-01-01;
Rzeczyca;2017-01-01;
Sadkowice;2017-01-01;
Secemin;2017-01-01;
Sławno;2017-01-01;
Słupia;2017-01-01;
Słupia Konecka;2017-01-01;
Smyków;2017-01-01;
Stąporków;2017-01-01;
Stromiec;2017-01-01;
Sulejów;2017-01-01;
Szczekociny;2017-01-01;
Tomaszów Mazowiecki miasto;2017-01-01;
Tomaszów Mazowiecki wiejski;2017-01-01;
Tuszyn;2017-01-01;
Ujazd;2017-01-01;
Warka;2017-01-01;
Wielgomłyny;2017-01-01;
Włodowice;2017-01-01;
Włoszczowa;2017-01-01;
Wola Krzysztoporska;2017-01-01;
Wolbórz;2017-01-01;
Wolbrom;2017-01-01;
Wyśmierzyce;2017-01-01;
Zagnańsk;2017-01-01;
Zawiercie;2017-01-01;
Żarnowiec;2017-01-01;
Żarnów;2017-01-01;
Żytno;2017-01-01;
Aleksandrów;2018-01-01;
Andrespol;2018-01-01;
Belsk Duży;2018-01-01;
Będków;2018-01-01;
Białaczów;2018-01-01;
Białobrzegi;2018-01-01;
Bliżyn;2018-01-01;
Błędów;2018-01-01;
Brójce;2018-01-01;
Budziszewice;2018-01-01;
Charsznica;2018-01-01;
Czarnocin;2018-01-01;
Czerniewice;2018-01-01;
Drzewica;2018-01-01;
Fałków;2018-01-01;
Gielniów;2018-01-01;
Głowaczów;2018-01-01;
Gorzkowice;2018-01-01;
Goszczyn;2018-01-01;
Gowarczów;2018-01-01;
Grabica;2018-01-01;
Grabów nad Pilicą;2018-01-01;
Inowłódz;2018-01-01;
Irządze;2018-01-01;
Kluczewsko;2018-01-01;
Klwów;2018-01-01;
Kobiele Wielkie;2018-01-01;
Kodrąb;2018-01-01;
Koluszki;2018-01-01;
Koniecpol;2018-01-01;
Końskie;2018-01-01;
Kozłów;2018-01-01;
Krasocin;2018-01-01;
Kroczyce;2018-01-01;
Lelów;2018-01-01;
Lubochnia;2018-01-01;
Łęki Szlacheckie;2018-01-01;
Łopuszno;2018-01-01;
Magnuszew;2018-01-01;
Masłowice;2018-01-01;
Mniów;2018-01-01;
Mniszków;2018-01-01;
Mogielnica;2018-01-01;
Moskorzew;2018-01-01;
Moszczenica;2018-01-01;
Niegowa;2018-01-01;
Nowe Miasto nad Pilicą;2018-01-01;
Nowosolna;2018-01-01;
Odrzywół;2018-01-01;
Ogrodzieniec;2018-01-01;
Opoczno;2018-01-01;
Paradyż;2018-01-01;
Pilica;2018-01-01;
Piotrków Trybunalski;2018-01-01;
Poświętne;2018-01-01;
Promna;2018-01-01;
Przedbórz;2018-01-01;
Przysucha;2018-01-01;
Radoszyce;2018-01-01;
Radzanów;2018-01-01;
Ręczno;2018-01-01;
Rokiciny;2018-01-01;
Rozprza;2018-01-01;
Ruda Maleniecka;2018-01-01;
Rusinów;2018-01-01;
Rzeczyca;2018-01-01;
Sadkowice;2018-01-01;
Secemin;2018-01-01;
Sławno;2018-01-01;
Słupia;2018-01-01;
Słupia Konecka;2018-01-01;
Smyków;2018-01-01;
Stąporków;2018-01-01;
Stromiec;2018-01-01;
Sulejów;2018-01-01;
Szczekociny;2018-01-01;
Tomaszów Mazowiecki miasto;2018-01-01;
Tomaszów Mazowiecki wiejski;2018-01-01;
Tuszyn;2018-01-01;
Ujazd;2018-01-01;
Warka;2018-01-01;
Wielgomłyny;2018-01-01;
Włodowice;2018-01-01;
Włoszczowa;2018-01-01;
Wola Krzysztoporska;2018-01-01;
Wolbórz;2018-01-01;
Wolbrom;2018-01-01;
Wyśmierzyce;2018-01-01;
Zagnańsk;2018-01-01;
Zawiercie;2018-01-01;
Żarnowiec;2018-01-01;
Żarnów;2018-01-01;
Żytno;2018-01-01;
Aleksandrów;2019-01-01;
Andrespol;2019-01-01;
Belsk Duży;2019-01-01;
Będków;2019-01-01;
Białaczów;2019-01-01;
Białobrzegi;2019-01-01;
Bliżyn;2019-01-01;
Błędów;2019-01-01;
Brójce;2019-01-01;
Budziszewice;2019-01-01;
Charsznica;2019-01-01;
Czarnocin;2019-01-01;
Czerniewice;2019-01-01;
Drzewica;2019-01-01;
Fałków;2019-01-01;
Gielniów;2019-01-01;
Głowaczów;2019-01-01;
Gorzkowice;2019-01-01;
Goszczyn;2019-01-01;
Gowarczów;2019-01-01;
Grabica;2019-01-01;
Grabów nad Pilicą;2019-01-01;
Inowłódz;2019-01-01;
Irządze;2019-01-01;
Kluczewsko;2019-01-01;
Klwów;2019-01-01;
Kobiele Wielkie;2019-01-01;
Kodrąb;2019-01-01;
Koluszki;2019-01-01;
Koniecpol;2019-01-01;
Końskie;2019-01-01;
Kozłów;2019-01-01;
Krasocin;2019-01-01;
Kroczyce;2019-01-01;
Lelów;2019-01-01;
Lubochnia;2019-01-01;
Łęki Szlacheckie;2019-01-01;
Łopuszno;2019-01-01;
Magnuszew;2019-01-01;
Masłowice;2019-01-01;
Mniów;2019-01-01;
Mniszków;2019-01-01;
Mogielnica;2019-01-01;
Moskorzew;2019-01-01;
Moszczenica;2019-01-01;
Niegowa;2019-01-01;
Nowe Miasto nad Pilicą;2019-01-01;
Nowosolna;2019-01-01;
Odrzywół;2019-01-01;
Ogrodzieniec;2019-01-01;
Opoczno;2019-01-01;
Paradyż;2019-01-01;
Pilica;2019-01-01;
Piotrków Trybunalski;2019-01-01;
Poświętne;2019-01-01;
Promna;2019-01-01;
Przedbórz;2019-01-01;
Przysucha;2019-01-01;
Radoszyce;2019-01-01;
Radzanów;2019-01-01;
Ręczno;2019-01-01;
Rokiciny;2019-01-01;
Rozprza;2019-01-01;
Ruda Maleniecka;2019-01-01;
Rusinów;2019-01-01;
Rzeczyca;2019-01-01;
Sadkowice;2019-01-01;
Secemin;2019-01-01;
Sławno;2019-01-01;
Słupia;2019-01-01;
Słupia Konecka;2019-01-01;
Smyków;2019-01-01;
Stąporków;2019-01-01;
Stromiec;2019-01-01;
Sulejów;2019-01-01;
Szczekociny;2019-01-01;
Tomaszów Mazowiecki miasto;2019-01-01;
Tomaszów Mazowiecki wiejski;2019-01-01;
Tuszyn;2019-01-01;
Ujazd;2019-01-01;
Warka;2019-01-01;
Wielgomłyny;2019-01-01;
Włodowice;2019-01-01;
Włoszczowa;2019-01-01;
Wola Krzysztoporska;2019-01-01;
Wolbórz;2019-01-01;
Wolbrom;2019-01-01;
Wyśmierzyce;2019-01-01;
Zagnańsk;2019-01-01;
Zawiercie;2019-01-01;
Żarnowiec;2019-01-01;
Żarnów;2019-01-01;
Żytno;2019-01-01;
Aleksandrów;2020-01-01;1912
Andrespol;2020-01-01;213
Belsk Duży;2020-01-01;0
Będków;2020-01-01;6069
Białaczów;2020-01-01;1356
Białobrzegi;2020-01-01;462
Bliżyn;2020-01-01;163
Błędów;2020-01-01;0
Brójce;2020-01-01;2583
Budziszewice;2020-01-01;225
Charsznica;2020-01-01;545
Czarnocin;2020-01-01;2304
Czerniewice;2020-01-01;2325
Drzewica;2020-01-01;2123
Fałków;2020-01-01;499
Gielniów;2020-01-01;487
Głowaczów;2020-01-01;2149
Gorzkowice;2020-01-01;987
Goszczyn;2020-01-01;28
Gowarczów;2020-01-01;226
Grabica;2020-01-01;2829
Grabów nad Pilicą;2020-01-01;1982
Inowłódz;2020-01-01;241
Irządze;2020-01-01;4361
Kluczewsko;2020-01-01;2425
Klwów;2020-01-01;716
Kobiele Wielkie;2020-01-01;1646
Kodrąb;2020-01-01;1718
Koluszki;2020-01-01;924
Koniecpol;2020-01-01;2348
Końskie;2020-01-01;715
Kozłów;2020-01-01;1810
Krasocin;2020-01-01;2228
Kroczyce;2020-01-01;974
Lelów;2020-01-01;3043
Lubochnia;2020-01-01;634
Łęki Szlacheckie;2020-01-01;1130
Łopuszno;2020-01-01;4490
Magnuszew;2020-01-01;1552
Masłowice;2020-01-01;1619
Mniów;2020-01-01;963
Mniszków;2020-01-01;1669
Mogielnica;2020-01-01;529
Moskorzew;2020-01-01;1152
Moszczenica;2020-01-01;1604
Niegowa;2020-01-01;2786
Nowe Miasto nad Pilicą;2020-01-01;1534
Nowosolna;2020-01-01;536
Odrzywół;2020-01-01;1223
Ogrodzieniec;2020-01-01;25
Opoczno;2020-01-01;3216
Paradyż;2020-01-01;3178
Pilica;2020-01-01;4936
Piotrków Trybunalski;2020-01-01;493
Poświętne;2020-01-01;2081
Promna;2020-01-01;496
Przedbórz;2020-01-01;1104
Przysucha;2020-01-01;515
Radoszyce;2020-01-01;3307
Radzanów;2020-01-01;1151
Ręczno;2020-01-01;946
Rokiciny;2020-01-01;5373
Rozprza;2020-01-01;3458
Ruda Maleniecka;2020-01-01;308
Rusinów;2020-01-01;1393
Rzeczyca;2020-01-01;2581
Sadkowice;2020-01-01;508
Secemin;2020-01-01;2449
Sławno;2020-01-01;2700
Słupia;2020-01-01;4649
Słupia Konecka;2020-01-01;3706
Smyków;2020-01-01;90
Stąporków;2020-01-01;57
Stromiec;2020-01-01;1761
Sulejów;2020-01-01;2045
Szczekociny;2020-01-01;6888
Tomaszów Mazowiecki miasto;2020-01-01;101
Tomaszów Mazowiecki wiejski;2020-01-01;1388
Tuszyn;2020-01-01;1726
Ujazd;2020-01-01;2463
Warka;2020-01-01;116
Wielgomłyny;2020-01-01;3179
Włodowice;2020-01-01;31
Włoszczowa;2020-01-01;5264
Wola Krzysztoporska;2020-01-01;4458
Wolbórz;2020-01-01;3073
Wolbrom;2020-01-01;1502
Wyśmierzyce;2020-01-01;843
Zagnańsk;2020-01-01;74
Zawiercie;2020-01-01;125
Żarnowiec;2020-01-01;10076
Żarnów;2020-01-01;1798
Żytno;2020-01-01;3635
Aleksandrów;2021-01-01;2 215
Andrespol;2021-01-01;145
Belsk Duży;2021-01-01;25
Będków;2021-01-01;6 128
Białaczów;2021-01-01;1 444
Białobrzegi;2021-01-01;413
Bliżyn;2021-01-01;239
Błędów;2021-01-01;146
Brójce;2021-01-01;2 963
Budziszewice;2021-01-01;278
Charsznica;2021-01-01;571
Czarnocin;2021-01-01;2 330
Czerniewice;2021-01-01;2 744
Drzewica;2021-01-01;2 120
Fałków;2021-01-01;484
Gielniów;2021-01-01;664
Głowaczów;2021-01-01;2 338
Gorzkowice;2021-01-01;1 209
Goszczyn;2021-01-01;67
Gowarczów;2021-01-01;226
Grabica;2021-01-01;2 927
Grabów nad Pilicą;2021-01-01;1 932
Inowłódz;2021-01-01;301
Irządze;2021-01-01;4 612
Kluczewsko;2021-01-01;2 377
Klwów;2021-01-01;833
Kobiele Wielkie;2021-01-01;1 756
Kodrąb;2021-01-01;1 954
Koluszki;2021-01-01;981
Koniecpol;2021-01-01;2 051
Końskie;2021-01-01;775
Kozłów;2021-01-01;1 749
Krasocin;2021-01-01;2 204
Kroczyce;2021-01-01;899
Lelów;2021-01-01;2 825
Lubochnia;2021-01-01;888
Łęki Szlacheckie;2021-01-01;1 187
Łopuszno;2021-01-01;57
Magnuszew;2021-01-01;1 616
Masłowice;2021-01-01;1 661
Mniów;2021-01-01;1 009
Mniszków;2021-01-01;1 778
Mogielnica;2021-01-01;423
Moskorzew;2021-01-01;1 121
Moszczenica;2021-01-01;2 020
Niegowa;2021-01-01;2 941
Nowe Miasto nad Pilicą;2021-01-01;2 178
Nowosolna;2021-01-01;508
Odrzywół;2021-01-01;1 635
Ogrodzieniec;2021-01-01;68
Opoczno;2021-01-01;3 700
Paradyż;2021-01-01;3 379
Pilica;2021-01-01;4 841
Piotrków Trybunalski;2021-01-01;
Poświętne;2021-01-01;2 335
Promna;2021-01-01;719
Przedbórz;2021-01-01;1 055
Przysucha;2021-01-01;821
Radoszyce;2021-01-01;3 239
Radzanów;2021-01-01;1 216
Ręczno;2021-01-01;968
Rokiciny;2021-01-01;5 537
Rozprza;2021-01-01;76
Ruda Maleniecka;2021-01-01;365
Rusinów;2021-01-01;1 528
Rzeczyca;2021-01-01;2 760
Sadkowice;2021-01-01;502
Secemin;2021-01-01;2 361
Sławno;2021-01-01;3 193
Słupia;2021-01-01;4 802
Słupia Konecka;2021-01-01;3 756
Smyków;2021-01-01;115
Stąporków;2021-01-01;50
Stromiec;2021-01-01;1 852
Sulejów;2021-01-01;2 354
Szczekociny;2021-01-01;6 752
Tomaszów Mazowiecki miasto;2021-01-01;
Tomaszów Mazowiecki wiejski;2021-01-01;1 812
Tuszyn;2021-01-01;1 529
Ujazd;2021-01-01;39
Warka;2021-01-01;205
Wielgomłyny;2021-01-01;3 526
Włodowice;2021-01-01;
Włoszczowa;2021-01-01;5 210
Wola Krzysztoporska;2021-01-01;4 478
Wolbórz;2021-01-01;3 288
Wolbrom;2021-01-01;1 252
Wyśmierzyce;2021-01-01;816
Zagnańsk;2021-01-01;121
Zawiercie;2021-01-01;143
Żarnowiec;2021-01-01;10 188
Żarnów;2021-01-01;2 139
Żytno;2021-01-01;4 006
Aleksandrów;2022-01-01;2 227
Andrespol;2022-01-01;130
Belsk Duży;2022-01-01;26
Będków;2022-01-01;6 170
Białaczów;2022-01-01;1 424
Białobrzegi;2022-01-01;436
Bliżyn;2022-01-01;285
Błędów;2022-01-01;125
Brójce;2022-01-01;2 770
Budziszewice;2022-01-01;269
Charsznica;2022-01-01;567
Czarnocin;2022-01-01;2 433
Czerniewice;2022-01-01;2 809
Drzewica;2022-01-01;2 078
Fałków;2022-01-01;461
Gielniów;2022-01-01;626
Głowaczów;2022-01-01;2 316
Gorzkowice;2022-01-01;1 209
Goszczyn;2022-01-01;48
Gowarczów;2022-01-01;206
Grabica;2022-01-01;2 919
Grabów nad Pilicą;2022-01-01;2 024
Inowłódz;2022-01-01;284
Irządze;2022-01-01;4 500
Kluczewsko;2022-01-01;2 474
Klwów;2022-01-01;829
Kobiele Wielkie;2022-01-01;1 688
Kodrąb;2022-01-01;2 135
Koluszki;2022-01-01;968
Koniecpol;2022-01-01;1 957
Końskie;2022-01-01;773
Kozłów;2022-01-01;1 623
Krasocin;2022-01-01;2 222
Kroczyce;2022-01-01;919
Lelów;2022-01-01;2 767
Lubochnia;2022-01-01;889
Łęki Szlacheckie;2022-01-01;1 267
Łopuszno;2022-01-01;78
Magnuszew;2022-01-01;1 649
Masłowice;2022-01-01;1 624
Mniów;2022-01-01;952
Mniszków;2022-01-01;1 805
Mogielnica;2022-01-01;367
Moskorzew;2022-01-01;1 070
Moszczenica;2022-01-01;2 213
Niegowa;2022-01-01;2 929
Nowe Miasto nad Pilicą;2022-01-01;2 102
Nowosolna;2022-01-01;614
Odrzywół;2022-01-01;1 589
Ogrodzieniec;2022-01-01;50
Opoczno;2022-01-01;3 597
Paradyż;2022-01-01;3 347
Pilica;2022-01-01;4 848
Piotrków Trybunalski;2022-01-01;
Poświętne;2022-01-01;2 273
Promna;2022-01-01;734
Przedbórz;2022-01-01;1 102
Przysucha;2022-01-01;819
Radoszyce;2022-01-01;3 262
Radzanów;2022-01-01;1 253
Ręczno;2022-01-01;987
Rokiciny;2022-01-01;5 625
Rozprza;2022-01-01;81
Ruda Maleniecka;2022-01-01;368
Rusinów;2022-01-01;1 600
Rzeczyca;2022-01-01;2 809
Sadkowice;2022-01-01;523
Secemin;2022-01-01;2 310
Sławno;2022-01-01;3 183
Słupia;2022-01-01;4 741
Słupia Konecka;2022-01-01;4 006
Smyków;2022-01-01;108
Stąporków;2022-01-01;47
Stromiec;2022-01-01;1 876
Sulejów;2022-01-01;2 374
Szczekociny;2022-01-01;6 733
Tomaszów Mazowiecki miasto;2022-01-01;
Tomaszów Mazowiecki wiejski;2022-01-01;1 866
Tuszyn;2022-01-01;1 544
Ujazd;2022-01-01;45
Warka;2022-01-01;213
Wielgomłyny;2022-01-01;3 565
Włodowice;2022-01-01;
Włoszczowa;2022-01-01;5 206
Wola Krzysztoporska;2022-01-01;4 573
Wolbórz;2022-01-01;3 475
Wolbrom;2022-01-01;1 205
Wyśmierzyce;2022-01-01;753
Zagnańsk;2022-01-01;130
Zawiercie;2022-01-01;243
Żarnowiec;2022-01-01;10 269
Żarnów;2022-01-01;2 087
Żytno;2022-01-01;4 044
